Reporting Railroad Code,Reporting Railroad Name,Year,Accident Number,PDF Link,Accident Year,Accident Month,Other Railroad Code,Other Railroad Name,Other Accident Number,Other Accident Year,Other Accident Month,Maintenance Railroad Code,Maintenance Railroad Name,Maintenance Accident Number,Maintenance Accident Year,Maintenance Accident Month,Grade Crossing ID,Day,Date,Time,Accident Type Code,Accident Type,Hazmat Cars,Hazmat Cars Damaged,Hazmat Released Cars,Persons Evacuated,Subdivision,Division Code,Division,Station,Milepost,State Code,State Abbreviation,State Name,County Code,County Name,District,Temperature,Visibility Code,Visibility,Weather Condition Code,Weather Condition,Track Type Code,Track Type,Track Name,Track Class,Track Density,Train Direction Code,Train Direction,Equipment Type Code,Equipment Type,Equipment Attended,Train Number,Train Speed,Recorded Estimated Speed,Maximum Speed,Gross Tonnage,Signalization Code,Signalization,Method of Operation Code,Method of Operation,Adjunct Code 1,Adjunct Name 1,Adjunct Code 2,Adjunct Name 2,Adjunct Code 3,Adjunct Name 3,Remote Control Locomotive Code,Remote Control Locomotive,First Car Initials,First Car Number,First Car Position,First Car Loaded,Causing Car Initials,Causing Car Number,Causing Car Position,Causing Car Loaded,Positive Alcohol Tests,Positive Drug Tests,Passengers Transported,Head End Locomotives,Mid Train Manual Locomotives,Mid Train Remote Locomotives,Rear End Manual Locomotives,Rear End Remote Locomotives,Derailed Head End Locomotives,Derailed Mid Train Manual Locomotives,Derailed Mid Train Remote Locomotives,Derailed Rear End Manual Locomotives,Derailed Rear End Remote Locomotives,Loaded Freight Cars,Loaded Passenger Cars,Empty Freight Cars,Empty Passenger Cars,Cabooses,Derailed Loaded Freight Cars,Derailed Loaded Passenger Cars,Derailed Empty Freight Cars,Derailed Empty Passenger Cars,Derailed Cabooses,Equipment Damage Cost,Track Damage Cost,Total Damage Cost,Primary Accident Cause Code,Primary Accident Cause,Contributing Accident Cause Code,Contributing Accident Cause,Accident Cause Code,Accident Cause,Engineers On Duty,Firemen On Duty,Conductors On Duty,Brakemen On Duty,Hours Engineers On Duty,Minutes Engineers On Duty,Hours Conductors On Duty,Minutes Conductors On Duty,Railroad Employees Killed,Railroad Employees Injured,Passengers Killed,Passengers Injured,Others Killed,Others Injured,Reporting Railroad Fatalities for 55a,Reporting Railroad Injuries for 55a,Total Persons Killed,Total Persons Injured,Total Killed Form 54,Total Injured Form 54,Special Study 1,Special Study 2,Latitude,Longitude,Narrative,Joint Track Type,Joint Track Class,Class Code,Class,Joint CD,Incident Key,Report Key,Reporting Railroad Company Grouping,Reporting Railroad Class,Reporting Railroad SMT Grouping,Reporting Parent Railroad Code,Reporting Parent Railroad Name,Reporting Railroad Holding Company,Other Railroad Company Grouping,Other Railroad Class,Other Railroad SMT Grouping,Other Parent Railroad Code,Other Parent Railroad Name,Other Railroad Holding Company,Maintenance Railroad Company Grouping,Maintenance Railroad Class,Maintenance Railroad SMT Grouping,Maintenance Parent Railroad Code,Maintenance Parent Railroad Name,Maintenance Railroad Holding Company,Location,Cause Description,Type,geometry,Accident_Date,Matched_Heat_EPISODE_IDs_NWS_Forecast_Zones,Matched_Heat_EPISODE_IDs_Climate_Divisions,Matched_Heat_EPISODE_IDs_County_Warning_Areas,Matched_Heat_EPISODE_IDs_States
DAIR,D & I Railroad Company,2021,022021,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=DAIR02202120210615,21,6,,,,,,DAIR,D & I Railroad Company,022021,21,6,,15,06/15/2021,4:58 PM,1,Derailment,32,0,0,0,HAWARDEN,,,AKRON,15.5,19,IA,IOWA,149,PLYMOUTH,6,84,2,Day,1,Clear,1,Main,MAIN,2,2.0,2.0,South,1.0,Freight Train,Yes,RDRS,10,Recorded,10,14282,2,Not Signaled,,Yard/Restricted Limits,,,,,,,0.0,Not a remotely controlled operation,LGEX,5347.0,77,Yes,,,0,,0.0,0.0,No,3,0,0,2,0,0,0,0,0,0,104,0,2,0,0,13,0,0,0,0,18000,71000,89000,T109,Track alignment irregular (buckled/sunkink),T205,Defective or missing crossties (use code T110 if results in wide gage),T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,3.0,58.0,3.0,58.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,42.866014,-96.528022,13 LOADED CARS OF MDRSC-15 DERAILED AFTER ENCOUNTERING THERMAL MISALIGNMENT UNDER THE TRAIN.  CARS 77-89 DERAILED BUT REMAINED UPRIGHT.  EQUIPMENT DAMAGE WAS CONFINED TO WHEELSETS.  TRACK DAMAGE WAS APPROXIMATELY 600 FEET.,Main,2,Cl,Cl,1,DAIR022021202106,DAIR022021202106,Shortline,Class 3,SMT-8 - Short Line West,DAIR,D & I Railroad Company,Not Assigned,,,,,,,Shortline,Class 3,SMT-8 - Short Line West,DAIR,D & I Railroad Company,Not Assigned,POINT (-96.528022 42.866014),T109: Track alignment irregular (sun kink / heat),2,POINT (-96.528022 42.866014),2021-06-15,,,,
BNSF,BNSF Railway Company,2014,NW0714109,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFNW071410920140709,14,7,,,,,,BNSF,BNSF Railway Company,NW0714109,14,7,,9,07/09/2014,4:54 PM,1,Derailment,0,0,0,0,YAKIMA VALLEY,,,KIONA,22.5 X,53,WA,WASHINGTON,5,BENTON,8,95,2,Day,1,Clear,1,Main,SINGLE MAIN TRACK,4,11.69,4.0,West,1.0,Freight Train,Yes,XLVW,37,Recorded,37,3476,2,Not Signaled,,Direct Train Control,P,Track Warrant Control,,,,,0.0,Not a remotely controlled operation,BNSF,472812.0,58,No,,,0,,,,No,2,0,0,0,1,0,0,0,0,0,0,0,112,0,0,0,0,3,0,0,101465,56000,157465,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,2.0,0.0,9.0,39.0,9.0,39.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,46.227835,-119.403413,X-LVWULE9-07 DERAILED 3 CARS WHILE TRAVERSING SINGLE MAIN TRACK DUE TO TRACK ALIGNMENT IRREGULAR BUCKLED/SUNKINK.,Main,4,1,1,1,BNSFNW0714109201407,BNSFNW0714109201407,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-119.403413 46.227835),T109: Track alignment irregular (sun kink / heat),2,POINT (-119.403413 46.227835),2014-07-09,,,,
BNSF,BNSF Railway Company,2017,CH0617104,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFCH061710420170605,17,6,,,,,,BNSF,BNSF Railway Company,CH0617104,17,6,,5,06/05/2017,4:30 PM,1,Derailment,0,0,0,0,PEORIA,,,PEORIA,46.0,17,IL,ILLINOIS,143,PEORIA,4,86,2,Day,1,Clear,1,Main,SINGLE MAIN TRACK,3,10.83,4.0,West,1.0,Freight Train,Yes,GPEI,23,Recorded,23,13229,2,Not Signaled,,Direct Train Control,P,Track Warrant Control,,,,,0.0,Not a remotely controlled operation,ADMX,64598.0,63,Yes,,,0,,0.0,0.0,No,3,0,0,0,2,0,0,0,0,0,100,0,0,0,0,10,0,0,0,0,32005,232154,264159,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,10.0,,10.0,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,40.698831,-89.648067,G-PEIMOD5-03 DERAILED 10 RAILCARS WHILE TRAVERSING SINGLE MAIN TRACK DUE TO TRACK ALLIGNMENT IRREGULAR BUCKLED/THERMAL MISALIGNMENT.,Main,3,1,1,1,BNSFCH0617104201706,BNSFCH0617104201706,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-89.648067 40.698831),T109: Track alignment irregular (sun kink / heat),2,POINT (-89.648067 40.698831),2017-06-05,,,,
SKOL,South Kansas & Oklahoma Railroad Company,2024,240711005,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=SKOL24071100520240711,24,7,,,,,,SKOL,South Kansas & Oklahoma Railroad Company,240711005,24,7,,11,07/11/2024,3:00 PM,1,Derailment,0,0,0,0,COFFEYVILLE,,,CHERRYVALE,4.5,20,KS,KANSAS,125,MONTGOMERY,6,94,2,Day,1,Clear,1,Main,SINGLE MAIN TRACK,2,3.48,1.0,North,1.0,Freight Train,Yes,SKOL,9,Recorded,9,12054,2,Not Signaled,,Direct Train Control,P,Track Warrant Control,,,,,0.0,Not a remotely controlled operation,TILX,200663.0,47,Yes,,,0,,,,,3,0,0,0,0,0,0,0,0,0,92,0,0,0,0,10,0,0,0,0,517884,63000,580884,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,10.0,,10.0,,0,0,0,0,0,0,0,0,0,0,0,0,4571,2,37.204153,-95.567709,"ON JULY 11TH, 2024 AT APPROXIMATELY 1430 THE SKOL 103 REPORTED THEY HAD GONE INTO EMERGENCY BETWEENMP 4 AND MP 5. THE TRAINMASTER WALKED THE TRAIN AND FOUND 10 CARS DERAILED, 5 ON THEIR SIDE, 4 UPRIGHT AND 1 LEANING AND LEAKING FERTILIZER. NO INJURIES AND NO HAZMAT INVOLVED. CAUSE WAS DETERMINED TOBE THE EXCESSIVE HEAT; UNIT TRAIN SCHEDULES WILL BE ADJUSTED NOT TO RUN IN HEAT OF THE DAY.",Main,2,3,3,1,SKOL240711005202407,SKOL240711005202407,Shortline,Class 3,SMT-8 - Short Line West,SKOL,South Kansas & Oklahoma Railroad Company,Watco,,,,,,,Shortline,Class 3,SMT-8 - Short Line West,SKOL,South Kansas & Oklahoma Railroad Company,Watco,POINT (-95.567709 37.204153),T109: Track alignment irregular (sun kink / heat),2,POINT (-95.567709 37.204153),2024-07-11,,,,
BNSF,BNSF Railway Company,2018,CH0518107,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFCH051810720180524,18,5,,,,,,BNSF,BNSF Railway Company,CH0518107,18,5,,24,05/24/2018,2:10 PM,1,Derailment,1,0,0,0,CHICAGO,,,AURORA,38.4,17,IL,ILLINOIS,89,KANE,4,87,2,Day,1,Clear,1,Main,MAIN 1 TRACK,3,24.94,3.0,East,1.0,Freight Train,Yes,HPAS,18,Estimated,18,13092,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0.0,Not a remotely controlled operation,TBOX,668254.0,78,Yes,,,0,,0.0,0.0,No,2,0,0,0,0,0,0,0,0,0,96,0,13,0,0,8,0,0,0,0,500000,550000,1050000,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,4.0,1.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,41.749473,-88.326149,H-PASBRC9-19 DERAILED 8 RAILCARS WHILE TRAVERSING MAIN 1 TRACK DUE TO TRACK ALIGNMENT IRREGULAR THERMAL MISALIGNMENT. NO HAZARDOUS MATERIALS WERE RELEASED.,Main,3,1,1,1,BNSFCH0518107201805,BNSFCH0518107201805,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-88.326149 41.749473),T109: Track alignment irregular (sun kink / heat),2,POINT (-88.326149 41.749473),2018-05-24,,,,
BNSF,BNSF Railway Company,2024,KS0724109,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFKS072410920240724,24,7,,,,,,BNSF,BNSF Railway Company,KS0724109,24,7,,24,07/24/2024,3:45 PM,1,Derailment,0,0,0,0,LA JUNTA,,,INGALLS,386.0,20,KS,KANSAS,69,GRAY,6,91,2,Day,1,Clear,1,Main,SINGLE MAIN TRACK,5,8.67,4.0,West,1.0,Freight Train,Yes,GNSI,12,Recorded,12,15344,1,Signaled,,Direct Train Control,P,Track Warrant Control,D,Automatic Block Signals System,,,0.0,Not a remotely controlled operation,NS,297988.0,70,Yes,,,0,,,,No,2,0,0,0,1,0,0,0,0,0,109,0,0,0,0,15,0,0,0,0,776142,140391,916533,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,3.0,44.0,3.0,44.0,0,0,0,0,0,0,0,0,0,0,0,0,6513,2,37.869589,-100.602643,G-NSIETT3-23A REPORTED DERAILING 15 RAILCARS ON SINGLE MAIN TRACK. NO HAZMAT RELEASED. CAUSE DUE TOTRACK ALIGNMENT IRREGULAR (BUCKLED/SUNKINK).,Main,5,1,1,1,BNSFKS0724109202407,BNSFKS0724109202407,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-100.602643 37.869589),T109: Track alignment irregular (sun kink / heat),2,POINT (-100.602643 37.869589),2024-07-24,,,,
BNSF,BNSF Railway Company,2012,CO0612109,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFCO061210920120623,12,6,,,,,,UP,Union Pacific Railroad Company,0612NP030,12,6,,23,06/23/2012,3:50 PM,1,Derailment,0,0,0,0,JULESBURG,,,MERINO,75.7,8,CO,COLORADO,121,WASHINGTON,6,100,2,Day,1,Clear,1,Main,SINGLE MAIN TRACK,4,88.97,4.0,West,1.0,Freight Train,Yes,CATM,29,Recorded,29,17136,1,Signaled,,Signal Indication,D,Automatic Block Signals System,,,,,0.0,Not a remotely controlled operation,MQRX,50556.0,49,Yes,,,0,,0.0,0.0,No,2,0,0,0,2,0,0,0,0,0,119,0,0,0,0,23,0,0,0,0,1351430,0,1576622,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,1.0,20.0,1.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,40.43149,-103.431446,C-ATMSLO0-38 DERAILED ON UP TRACK DUE TO THERMAL MISALIGNMENT.,Main,4,1,1,1,UP0612NP030201206,BNSFCO0612109201206,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,POINT (-103.431446 40.43149),T109: Track alignment irregular (sun kink / heat),2,POINT (-103.431446 40.43149),2012-06-23,,65295,65295,65295
TPW,"Toledo, Peoria & Western Railway Corporation",2012,TPW120311,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=TPWTPW12031120120707,12,7,,,,,,TPW,"Toledo, Peoria & Western Railway Corporation",TPW120311,12,7,,7,07/07/2012,1:10 PM,1,Derailment,0,0,0,0,ILLINOIS EAST,,,WATSEKA,14,17,IL,ILLINOIS,75,IROQUOIS,4,103,2,Day,1,Clear,1,Main,MAIN,2,1.5,3.0,East,1.0,Freight Train,Yes,TPW-,10,Recorded,10,6651,2,Not Signaled,,Block Register Territory,Z,Other-Narrative Required,,,,,0.0,Not a remotely controlled operation,NOKL,832008.0,101,Yes,,,0,,,,No,3,0,0,0,0,0,0,0,0,0,61,0,45,0,0,6,0,0,0,0,29000,75042,104042,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,8.0,10.0,8.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,40.776,-87.736,"FREIGHT TRAIN TRAVELING EAST WITH 61 LOADS AND 45 EMPTIES AT 10 MPH DUE TO HEAT RESTRICTIONS.  THE ENGINEER STATED THAT THE TRAIN STARTED SLOWING DOWN GRADUALLY, WHEN THE TRAIN DROPPED BLEOW 5 MPH HETHROTTLED UP TO REGAIN SPEED BUT IT DID NOT HELP.  HE PUT THE THROTTLE TO IDLE AND THE TRAIN CAME TOA SMOOTH STOP WITH NO SLACK ACTION.  AFTER THE CONDUCTOR INVESTIGATED HE FOUND THE REAR 6 CARS OF THE TRAIN HAD DERAILED.",Main,2,3,3,1,TPWTPW120311201207,TPWTPW120311201207,Shortline,Class 3,SMT-2 - Short Line East,TPW,"Toledo, Peoria & Western Railway Corporation",Genesee & Wyoming,,,,,,,Shortline,Class 3,SMT-2 - Short Line East,TPW,"Toledo, Peoria & Western Railway Corporation",Genesee & Wyoming,POINT (-87.736 40.776),T109: Track alignment irregular (sun kink / heat),2,POINT (-87.736 40.776),2012-07-07,65491,"65618, 65618, 65618, 65491, 65491, 65491, 65491","65491, 65491, 65491, 65491, 65491, 65491, 65491, 65491, 65491, 65491, 65491, 65491, 65491, 65491, 65491, 65491, 67390, 67390, 67390, 67390, 67390","65618, 65618, 65618, 65618, 65618, 65618, 65618, 65618, 65618, 65618, 65618, 65618, 65618, 65618, 65618, 65618, 65618, 65618, 65618, 65618, 65618, 65618, 65618, 64062, 64062, 64062, 64062, 64062, 64062, 64062, 64062, 64062, 64062, 64062, 64062, 64062, 64062, 64062, 64062, 65652, 65652, 65652, 65652, 65652, 65652, 65652, 65652, 65652, 65652, 65652, 65652, 65652, 65652, 65652, 65652, 65652, 65652, 65652, 65618, 65618, 65618, 65618, 65618, 65618, 65618, 65618, 65618, 65618, 65618, 65491, 65491, 65491, 65491, 65491, 65491, 65491, 65491, 65491, 65491, 65491, 65491, 65491, 65491, 65491, 65263, 65263, 65263, 65263, 64062, 65263, 65263, 65618, 65263, 65263, 65263, 65263, 65263, 65263, 65263, 65491"
DAIR,D & I Railroad Company,2017,012017,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=DAIR01201720170221,17,2,,,,,,DAIR,D & I Railroad Company,012017,17,2,,21,02/21/2017,5:02 PM,1,Derailment,0,0,0,0,HAWARDEN,,,HAWARDEN,37.7,19,IA,IOWA,167,SIOUX,6,70,2,Day,1,Clear,1,Main,MAINLINE,2,1.6,2.0,South,1.0,Freight Train,Yes,RDRS,11,Recorded,11,10535,2,Not Signaled,,Yard/Restricted Limits,,,,,,,0.0,Not a remotely controlled operation,LGEX,5003.0,45,Yes,,,0,,0.0,0.0,No,5,0,0,0,0,0,0,0,0,0,85,0,0,0,0,6,0,0,0,0,60000,40000,100000,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,5.0,2.0,5.0,2.0,0,1,0,0,0,0,0,1,0,1,0,1,CWR,,43.170325,-96.466251,RDRSC-21 DERAILED SIX CARS (POSITIONS 45-50) DUE TO THERMAL MISALIGNMENT OF TRACK UNDER THE TRAIN.CONDUCTOR ATTEMPTED TO CROSS RAILROAD BRIDGE NOT EQUIPPED WITH WALKWAYS TO INSPECT DAMAGE AND WAS INJURED WHEN HE FELL OFF THE BRIDGE.  FALL WAS APPROXIMATELY FIVE FEET AND RESULTED IN MULTIPLE BRUISES AND SCRAPES TO THE CONDUCTOR'S CHEST AND ARMS.  CONDUCTOR WAS TAKEN TO THE HOSPITAL AND X-RAYS WERE PERFORMED AND REVEALED NO BROKEN BONES OR INTERNAL INJURIES.  CONDUCTOR WAS TREATED AND RELEASED THE SAME DAY.,Main,2,Cl,Cl,1,DAIR012017201702,DAIR012017201702,Shortline,Class 3,SMT-8 - Short Line West,DAIR,D & I Railroad Company,Not Assigned,,,,,,,Shortline,Class 3,SMT-8 - Short Line West,DAIR,D & I Railroad Company,Not Assigned,POINT (-96.466251 43.170325),T109: Track alignment irregular (sun kink / heat),2,POINT (-96.466251 43.170325),2017-02-21,,,,
UP,Union Pacific Railroad Company,2015,0715RS027,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=UP0715RS02720150729,15,7,,,,,,UP,Union Pacific Railroad Company,0715RS027,15,7,,29,07/29/2015,3:20 PM,1,Derailment,0,0,0,0,FRESNO SUB,,,GALT,64.5,6,CA,CALIFORNIA,67,SACRAMENTO,7,106,2,Day,1,Clear,1,Main,FRESNO SUBDIVISION-M,4,68.6,1.0,North,1.0,Freight Train,Yes,KLTG,50,Estimated,50,5101,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0.0,Not a remotely controlled operation,DTTC,726403.0,54,Yes,,,0,,0.0,0.0,No,3,0,0,0,0,0,0,0,0,0,75,0,0,0,0,15,0,0,0,0,639313,328442,967755,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,5.0,20.0,5.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,38.235141,-121.300108,"THE KLTG3-29 WAS TRAVELING NORTH NEAR MILEPOST 64.5 ON THE FRESNO SUBDIVISION WHILE THERE WAS A LEVEL 1 HEAT RESTRICTION IN EFFECT.  AT APPROXIMATELY 50 MPH, THE TRAIN WENT INTO EMERGENCY AND THE CREWNOTICED A CLOUD OF DUST BEHIND THEM.  CREW FOUND INVESTIGATION DETERMINED THE CAUSE TO BE TRACK BUCKLING CAUSED BY HIGH TEMPERATURES.",Main,4,CL,CL,1,UP0715RS027201507,UP0715RS027201507,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,,,,,,,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,POINT (-121.300108 38.235141),T109: Track alignment irregular (sun kink / heat),2,POINT (-121.300108 38.235141),2015-07-29,,,,
WIR,"Washington & Idaho Railway, Inc.",2011,1,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=WIR120110909,11,9,,,,,,WIR,"Washington & Idaho Railway, Inc.",1,11,9,,9,09/09/2011,4:00 PM,1,Derailment,0,0,0,0,P AND L,,,SPANGLE,15.2,53,WA,WASHINGTON,63,SPOKANE,8,91,2,Day,1,Clear,1,Main,SINGLE MAIN TRACK,2,0.25,1.0,North,1.0,Freight Train,Yes,WIR2,5,Estimated,5,3100,2,Not Signaled,,Direct Train Control,P,Track Warrant Control,,,,,0.0,Not a remotely controlled operation,BNSF,239424.0,57,No,,,0,,0.0,0.0,No,2,0,0,0,0,0,0,0,0,0,1,0,87,0,0,0,0,6,0,0,2000,25000,27000,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,11.0,,11.0,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,47.380114,-117.394703,TRAIN PASSED OVER SUN KINK AREA. AFTER 3/4 OF TRAIN WAS OVER IT APPEARS THE TRACK BUCKLED CAUSING CARS TO DERAIL WITH COME CARS STRING LINING. TRAIN WAS THEN DRAGGED TO A STOP. NO EMERGENCY APPLICATION HAPPENED.,Main,2,Cl,Cl,1,WIR1201109,WIR1201109,,Class 3,,WIR,"Washington & Idaho Railway, Inc.",Not Assigned,,,,,,,,Class 3,,WIR,"Washington & Idaho Railway, Inc.",Not Assigned,POINT (-117.394703 47.380114),T109: Track alignment irregular (sun kink / heat),2,POINT (-117.394703 47.380114),2011-09-09,,,,
BNSF,BNSF Railway Company,2012,PR0612103,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFPR061210320120623,12,6,UP,Union Pacific Railroad Company,0612NP038,12.0,6.0,BNSF,BNSF Railway Company,PR0612103,12,6,,23,06/23/2012,4:49 PM,1,Derailment,0,0,0,0,ORIN,,,BILL,72.4,56,WY,WYOMING,9,CONVERSE,8,101,2,Day,1,Clear,1,Main,MAIN 4 TRACK,4,81.92,,,,,,,0,,42,0,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,,,,,0,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565316,1569691,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,43.348479,-105.321189,F-CCDNW-1-23 (UP TRAIN) DERAILED 10 CARS AT THERMAL MISALIGNMENT.,Main,4,1,1,1,BNSFPR0612103201206,BNSFPR0612103201206,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-105.321189 43.348479),T109: Track alignment irregular (sun kink / heat),2,POINT (-105.321189 43.348479),2012-06-23,,,,
BNSF,BNSF Railway Company,2013,CH0813108,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFCH081310820130825,13,8,,,,,,BNSF,BNSF Railway Company,CH0813108,13,8,,25,08/25/2013,4:00 PM,1,Derailment,0,0,0,0,PEORIA,,,MAQUON,15.0,17,IL,ILLINOIS,95,KNOX,4,90,2,Day,1,Clear,1,Main,SINGLE MAIN TRACK,3,13.1,3.0,East,1.0,Freight Train,Yes,GAND,22,Recorded,22,14726,2,Not Signaled,,Direct Train Control,P,Track Warrant Control,,,,,0.0,Not a remotely controlled operation,BNSF,482388.0,107,Yes,,,0,,0.0,0.0,No,2,0,0,0,1,0,0,0,0,1,110,0,0,0,0,7,0,0,0,0,372607,296302,668909,T109,Track alignment irregular (buckled/sunkink),T216,"Joint bolts, broken, or missing",T109,Track alignment irregular (buckled/sunkink),2.0,0.0,2.0,0.0,2.0,10.0,2.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,40.801427,-90.160821,G-ANDPGT9-21 DERAILED 7 CARS AND THE DP LOCOMOTIVE DUE TO TRACK ALIGNMENT IRREGULAR BUCKLED/SUNKINK.,Main,3,1,1,1,BNSFCH0813108201308,BNSFCH0813108201308,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-90.160821 40.801427),T109: Track alignment irregular (sun kink / heat),2,POINT (-90.160821 40.801427),2013-08-25,,,,
