Reporting Railroad Code,Reporting Railroad Name,Year,Accident Number,PDF Link,Accident Year,Accident Month,Other Railroad Code,Other Railroad Name,Other Accident Number,Other Accident Year,Other Accident Month,Maintenance Railroad Code,Maintenance Railroad Name,Maintenance Accident Number,Maintenance Accident Year,Maintenance Accident Month,Grade Crossing ID,Day,Date,Time,Accident Type Code,Accident Type,Hazmat Cars,Hazmat Cars Damaged,Hazmat Released Cars,Persons Evacuated,Subdivision,Division Code,Division,Station,Milepost,State Code,State Abbreviation,State Name,County Code,County Name,District,Temperature,Visibility Code,Visibility,Weather Condition Code,Weather Condition,Track Type Code,Track Type,Track Name,Track Class,Track Density,Train Direction Code,Train Direction,Equipment Type Code,Equipment Type,Equipment Attended,Train Number,Train Speed,Recorded Estimated Speed,Maximum Speed,Gross Tonnage,Signalization Code,Signalization,Method of Operation Code,Method of Operation,Adjunct Code 1,Adjunct Name 1,Adjunct Code 2,Adjunct Name 2,Adjunct Code 3,Adjunct Name 3,Remote Control Locomotive Code,Remote Control Locomotive,First Car Initials,First Car Number,First Car Position,First Car Loaded,Causing Car Initials,Causing Car Number,Causing Car Position,Causing Car Loaded,Positive Alcohol Tests,Positive Drug Tests,Passengers Transported,Head End Locomotives,Mid Train Manual Locomotives,Mid Train Remote Locomotives,Rear End Manual Locomotives,Rear End Remote Locomotives,Derailed Head End Locomotives,Derailed Mid Train Manual Locomotives,Derailed Mid Train Remote Locomotives,Derailed Rear End Manual Locomotives,Derailed Rear End Remote Locomotives,Loaded Freight Cars,Loaded Passenger Cars,Empty Freight Cars,Empty Passenger Cars,Cabooses,Derailed Loaded Freight Cars,Derailed Loaded Passenger Cars,Derailed Empty Freight Cars,Derailed Empty Passenger Cars,Derailed Cabooses,Equipment Damage Cost,Track Damage Cost,Total Damage Cost,Primary Accident Cause Code,Primary Accident Cause,Contributing Accident Cause Code,Contributing Accident Cause,Accident Cause Code,Accident Cause,Engineers On Duty,Firemen On Duty,Conductors On Duty,Brakemen On Duty,Hours Engineers On Duty,Minutes Engineers On Duty,Hours Conductors On Duty,Minutes Conductors On Duty,Railroad Employees Killed,Railroad Employees Injured,Passengers Killed,Passengers Injured,Others Killed,Others Injured,Reporting Railroad Fatalities for 55a,Reporting Railroad Injuries for 55a,Total Persons Killed,Total Persons Injured,Total Killed Form 54,Total Injured Form 54,Special Study 1,Special Study 2,Latitude,Longitude,Narrative,Joint Track Type,Joint Track Class,Class Code,Class,Joint CD,Incident Key,Report Key,Reporting Railroad Company Grouping,Reporting Railroad Class,Reporting Railroad SMT Grouping,Reporting Parent Railroad Code,Reporting Parent Railroad Name,Reporting Railroad Holding Company,Other Railroad Company Grouping,Other Railroad Class,Other Railroad SMT Grouping,Other Parent Railroad Code,Other Parent Railroad Name,Other Railroad Holding Company,Maintenance Railroad Company Grouping,Maintenance Railroad Class,Maintenance Railroad SMT Grouping,Maintenance Parent Railroad Code,Maintenance Parent Railroad Name,Maintenance Railroad Holding Company,Location,Type,geometry,Accident_Date,HUC2,HUC4,HUC6,HUC8,HUC10,HUC12
BNSF,BNSF Railway Company,2019,PR0719106,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFPR071910620190709,19,7,,,,,,BNSF,BNSF Railway Company,PR0719106,19,7,,9,07/09/2019,3:05 AM,1,Derailment,30,12,0,0,WYMORE,,,SUPERIOR,175.4,31,NE,NEBRASKA,129,NUCKOLLS,6,70,4,Dark,3,Rain,1,Main,SINGLE MAIN TRACK,2,5.18,4.0,West,1,Freight Train,Yes,HTUL,6,Estimated,6,8583,2,Not Signaled,,Direct Train Control,P,Track Warrant Control,,,,,0,Not a remotely controlled operation,TILX,2730,52,Yes,,,0,,,,No,2,0,0,0,0,0,0,0,0,0,61,0,22,0,0,10,0,4,0,0,950000,158000,1108000,M103,Extreme environmental condition - FLOOD,,,M103,Extreme environmental condition - FLOOD,1.0,0.0,1.0,0.0,2.0,20.0,2.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,40.037262,-98.159102,"H-TULLIN1-06 DERAILED 14 RAILCARS WHILE TRAVERSING SINGLE MAIN TRACK DUE TO EXTREME ENVIRONMENTAL CONDITION, FLOOD. NO HAZARDOUS MATERIALS WERE RELEASED.",Main,2,1,1,1,BNSFPR0719106201907,BNSFPR0719106201907,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-98.159102 40.037262),1,POINT (-98.159102 40.037262),2019-07-09,"138929, 138929, 138929, 138929, 138929, 138929, 138929, 138929, 138929, 138929, 138929, 138929, 137742, 137742, 137405, 138929, 140629, 140074, 140045, 140045, 140045, 140045, 140042, 140624, 140624, 140628, 141078, 140042, 140042, 140042, 140042, 140042, 140044, 140044, 140044, 139938, 139960, 139960, 139959, 139959, 139959, 139938, 139938, 139938, 139959, 139959, 139938, 139960, 139959","138929, 138929, 138929, 138929, 138929","138929, 138929, 138929, 138929, 138929","138929, 138929","138929, 138929",
RCRY,Raritan Central Railway LLC,2012,20121,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=RCRY2012120121030,12,10,,,,,,RCRY,Raritan Central Railway LLC,20121,12,10,,30,10/30/2012,7:00 AM,13,Other (describe in narrative),0,0,0,0,SYSTEM,,,EDISON,0.00,34,NJ,NEW JERSEY,23,MIDDLESEX,1,50,1,Dawn,3,Rain,2,Yard,ENGINEHOUSE,1,,,,8,Light loco(s),No,,0,Estimated,0,0,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,RCRY,7563,1,,,,0,,,,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000,0,300000,M103,Extreme environmental condition - FLOOD,,,M103,Extreme environmental condition - FLOOD,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,40.507537,-74.34185,FOUR LOCOMOTIVES DAMAGED BY STORM SURGE FROM RARITAN RIVER (SUPERSTORM SANDY),Yard,1,3,3,1,RCRY20121201210,RCRY20121201210,Switching and Terminal,Class 3,SMT-2 - Short Line East,RCRY,Raritan Central Railway LLC,Not Assigned,,,,,,,Switching and Terminal,Class 3,SMT-2 - Short Line East,RCRY,Raritan Central Railway LLC,Not Assigned,POINT (-74.34185 40.507537),1,POINT (-74.34185 40.507537),2012-10-30,"69403, 69403, 69404, 69404, 69403, 69406, 69403, 69404, 69404, 69403, 68471, 68471, 68471, 68471, 68471, 68471, 68471, 68471, 68870, 68870, 68870, 68870, 68870, 68870, 68870, 68481, 68481, 68481, 68481, 68479, 68479, 68479, 69404, 69403, 69405, 69404, 68870, 69404, 69404",,,,,
CSX,CSX Transportation,2018,000178826,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00017882620180916,18,9,,,,,,CSX,CSX Transportation,000178826,18,9,,16,09/16/2018,6:02 PM,1,Derailment,12,0,0,0,MONROE,,,LILESVILLE,0270.4,37,NC,NORTH CAROLINA,7,ANSON,3,75,3,Dusk,3,Rain,1,Main,SINGLE MAIN TRACK,4,15.6,1.0,North,1,Freight Train,Yes,Q583,19,Estimated,19,12927,1,Signaled,,Signal Indication,,,,,,,0,Not a remotely controlled operation,CSXT,3459,1,Yes,,,0,,,,No,9,0,0,0,0,9,0,0,0,0,90,0,35,0,0,4,0,2,0,0,3370938,786156,4157094,M103,Extreme environmental condition - FLOOD,,,M103,Extreme environmental condition - FLOOD,1.0,0.0,1.0,0.0,10.0,32.0,10.0,32.0,0,3,0,0,0,0,0,3,0,3,0,3,CWR,000-000-000,34.951588,-79.945155,Q58315 ENCOUNTERED A WASH OUT CAUSING DERAILMENT OF  HEAD PORTION OF THEIR TRAIN.  CREW WAS INJUREDAS WELL A CONTRACTOR WHO RESPONDED TO THE INCIDENT.,Main,4,1,1,1,CSX000178826201809,CSX000178826201809,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-79.945155 34.951588),1,POINT (-79.945155 34.951588),2018-09-16,"131692, 131692, 131692, 131692, 131692, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 131692, 131692, 130243, 130243, 130243, 130243, 131166, 131166, 131166, 131166, 131166, 131166, 131166, 131166, 131166, 131166, 131166, 131166, 131166, 131166, 131166, 131166, 131166, 131166, 131166, 131166, 130979, 131188, 131188, 131188, 131188, 131188, 131188, 131188, 130719, 130719, 130719, 130719, 130719, 130719, 131188, 131188, 131188, 131188, 131188, 131188, 130719, 130719, 130719, 130719, 131692, 131692, 131692, 131692, 131692, 130244","131692, 131692, 131692, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 131692, 131692, 130243, 130243, 131166, 131166, 131166, 131166, 131166, 131166, 131166, 131166, 131188, 131188, 131188, 131188, 131188, 131188, 131188, 130719, 130719, 130719, 130719, 130719, 131188, 131188, 131188, 131188, 131188, 131188, 130719, 131692, 131692, 131692, 131692","129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 131166, 131166, 131188, 131188, 131188, 131188, 131188, 131188, 131188, 130719, 130719, 130719, 130719, 130719, 131188, 131188, 131188, 131188, 131188, 131188, 130719","129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 131188, 131188, 131188, 131188, 131188, 131188, 131188, 131188","129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 129284, 131188, 131188, 131188, 131188, 131188, 131188, 131188, 131188",
PATH,Port Authority Trans Hudson,2021,I09202101,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=PATHI0920210120210902,21,9,,,,,,PATH,Port Authority Trans Hudson,I09202101,21,9,,2,09/02/2021,9:48 AM,1,Derailment,0,0,0,0,SYSTEM,,,JERSEY CITY,00112.,34,NJ,NEW JERSEY,17,HUDSON,1,70,2,Day,2,Cloudy,2,Yard,TRACK 11 B-YARD JSQ,3,,4.0,West,D,EMU,Yes,PATH,8,Estimated,8,0,1,Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,PATH,5642,7,No,,,0,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,10674,28109,38783,M103,Extreme environmental condition - FLOOD,M505,Cause under active investigation by reporting railroad  (Amended report will be forwarded when repor,M103,Extreme environmental condition - FLOOD,1.0,0.0,0.0,0.0,,20.0,,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,40.732048,-74.063244,"AT APPROXIMATELY 9:46AM ON 9-3-2021, ENGINEER M. BROWN MOVED A 7 CAR CONSIST OFF OF TRACK 11 JSQ TOTRACK 2 JSQ, FOR THE 9:59AM INTERVAL. AT APPROXITMATLEY 9:48AM POWER DIRECTOR REPORTED AN OUTAGE ATTHIS LOCATION. POWER WAS RESTORED AND TRAIN PROCEEDED INTO TRACK 2. UPON FURTHER INVESTIGATION BY FIELD SIGNAL PERSONNEL, EXTENSIVE DAMAGE WAS OBSERVED TO THE TRACK & SIGNAL APPURTENENCES. THE #1 AXLEON THE #1 END OF CAR 5642 DERAILED AT MARKER B1102+00 ON TRACK 11. THE DERAILED AXLE TRAVELED 300 FEET FROM THE POINT OF DERAILMENT CAUSING DAMAGE TO THE TRACK AND SIGNAL APPURTENENCES EVENTUALLY RERAILING IT SELF AT SWITCH #27. DAMAGE TO THE TRAIN CARS CURRENTLY BEING INVESTIGATED. 11-29-2022 CAUSE DETERMINED TO BE EXCESSIVE RAIN FLOODING TRACK.",Yard,3,3,3,1,PATHI09202101202109,PATHI09202101202109,"Tourist, Excursion, Historical",Class 3,"SMT-1 - Amtrak, Commuter East",PATH,Port Authority Trans Hudson,Not Assigned,,,,,,,"Tourist, Excursion, Historical",Class 3,"SMT-1 - Amtrak, Commuter East",PATH,Port Authority Trans Hudson,Not Assigned,POINT (-74.063244 40.732048),1,POINT (-74.063244 40.732048),2021-09-02,"162538, 163555, 163555, 163555, 163555, 163518, 163555, 163555, 163260, 163518, 163555, 163555, 163518, 163518, 163518, 162538, 163232, 163232, 163232, 162538, 163518, 163518, 160766, 160766, 160766, 160766, 160766, 163204, 163204, 163205, 160766, 163204, 163204, 163204, 163204, 163204, 163204, 163204, 160766, 163204, 163204, 163204, 163204, 163204, 163204","163555, 163555, 163555, 163555, 163518, 163555, 163555, 163260, 163518, 163555, 163555, 163518, 163518, 163518, 162538, 163518, 163518","163555, 163555, 163555, 163555, 163518, 163555, 163518, 163518, 163518, 163518, 162538, 163518, 163518","163518, 163518, 163518, 163518, 163518, 163518","163518, 163518, 163518, 163518, 163518, 163518",
NJTR,New Jersey Transit Rail Operations,2021,202110406,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NJTR20211040620210903,21,9,,,,,,NJTR,New Jersey Transit Rail Operations,202110406,21,9,,3,09/03/2021,8:00 PM,13,Other (describe in narrative),0,0,0,0,NEWARK,,,BOUND BROOK,,34,NJ,NEW JERSEY,35,SOMERSET,1,70,3,Dusk,3,Rain,1,Main,TRACK 1,3,8.88,4.0,West,3,Commuter Train - Pulling,Yes,5451,35,Estimated,35,0,1,Signaled,,Signal Indication,A,Auto Cab Signals,L,Special Instructions,Q,Traffic Control System/CTC,0,Not a remotely controlled operation,NJTR,4006,1,No,,,0,,,,Yes,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,249951,0,249951,M103,Extreme environmental condition - FLOOD,,,M103,Extreme environmental condition - FLOOD,1.0,0.0,1.0,1.0,,38.0,,38.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,40.561084,-74.530296,TRAIN #5451 ENROUTE WEST ENCOUNTERED FLOOD CONDITIONS DUE TO TROPICAL STORM IDA CAUSING DAMAGE TO CAR #7022.,Main,3,3,3,1,NJTR202110406202109,NJTR202110406202109,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak, Commuter East",NJTR,New Jersey Transit Rail Operations,Not Assigned,,,,,,,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak, Commuter East",NJTR,New Jersey Transit Rail Operations,Not Assigned,POINT (-74.530296 40.561084),1,POINT (-74.530296 40.561084),2021-09-03,"163518, 160766, 163204, 163204, 160766, 160766",163518,163518,,,
RCRY,Raritan Central Railway LLC,2012,20121,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=RCRY2012120121030,12,10,,,,,,RCRY,Raritan Central Railway LLC,20121,12,10,,30,10/30/2012,7:00 AM,13,Other (describe in narrative),0,0,0,0,SYSTEM,,,EDISON,0.00,34,NJ,NEW JERSEY,23,MIDDLESEX,1,50,1,Dawn,3,Rain,2,Yard,ENGINEHOUSE,1,,,,8,Light loco(s),No,,0,Estimated,0,0,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,RCRY,1728,1,,,,0,,,,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000,0,300000,M103,Extreme environmental condition - FLOOD,,,M103,Extreme environmental condition - FLOOD,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,40.507537,-74.34185,FOUR LOCOMOTIVES DAMAGED BY STORM SURGE FROM RARITAN RIVER (SUPERSTORM SANDY),Yard,1,3,3,3,RCRY20121201210,RCRY20121201210,Switching and Terminal,Class 3,SMT-2 - Short Line East,RCRY,Raritan Central Railway LLC,Not Assigned,,,,,,,Switching and Terminal,Class 3,SMT-2 - Short Line East,RCRY,Raritan Central Railway LLC,Not Assigned,POINT (-74.34185 40.507537),1,POINT (-74.34185 40.507537),2012-10-30,"69403, 69403, 69404, 69404, 69403, 69406, 69403, 69404, 69404, 69403, 68471, 68471, 68471, 68471, 68471, 68471, 68471, 68471, 68870, 68870, 68870, 68870, 68870, 68870, 68870, 68481, 68481, 68481, 68481, 68479, 68479, 68479, 69404, 69403, 69405, 69404, 68870, 69404, 69404",,,,,
CSX,CSX Transportation,2021,000199871,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00019987120210902,21,9,,,,,,CSX,CSX Transportation,000199871,21,9,,2,09/02/2021,6:56 AM,1,Derailment,0,0,0,0,RIVER,,,ORANGEBURG,0026.0,36,NY,NEW YORK,87,ROCKLAND,1,59,1,Dawn,2,Cloudy,1,Main,SINGLE MAIN TRACK,3,70.9,1.0,North,1,Freight Train,No,Q410,20,Estimated,20,6540,1,Signaled,,Signal Indication,,,,,,,0,Not a remotely controlled operation,CTCX,731430,4,No,CTCX,731430.0,4,No,0.0,0.0,No,3,0,0,0,0,1,0,0,0,0,48,0,19,0,0,0,0,2,0,0,272903,0,272903,M103,Extreme environmental condition - FLOOD,,,M103,Extreme environmental condition - FLOOD,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,41.116046,-73.951668,"DUE TO HURICANE IDA FLOODS, Q41030 DERAILED SEVERAL CARS.",Main,3,1,1,1,CSX000199871202109,CSX000199871202109,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-73.951668 41.116046),1,POINT (-73.951668 41.116046),2021-09-02,"162538, 163555, 163555, 163555, 163555, 163518, 163555, 163555, 163260, 163518, 163555, 163555, 163518, 163518, 163518, 162538, 163232, 163232, 163232, 162538, 163518, 163518, 160766, 160766, 160766, 160766, 160766, 163204, 163204, 163205, 160766, 163204, 163204, 163204, 163204, 163204, 163204, 163204, 160766, 163204, 163204, 163204, 163204, 163204, 163204","163555, 163555, 163555, 163555, 163518, 163555, 163555, 163260, 163518, 163555, 163555, 163518, 163518, 163518, 162538, 163518, 163518","163555, 163555, 163555, 163555, 163518, 163555, 163518, 163518, 163518, 163518, 162538, 163518, 163518","163518, 163518, 163518, 163518, 163518, 163518","163518, 163518, 163518, 163518, 163518, 163518",
PSBX,PORT OF SHREVEPORT-BOSSIER,2015,15060501,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=PSBX1506050120150605,15,6,,,,,,PSBX,PORT OF SHREVEPORT-BOSSIER,15060501,15,6,,5,06/05/2015,7:00 AM,13,Other (describe in narrative),0,0,0,0,SYSTEM,,,SHREVEPORT,,22,LA,LOUISIANA,17,CADDO,5,90,1,Dawn,1,Clear,4,Industry,761,1,,1.0,North,6,Cut of cars,No,,0,Estimated,0,0,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,CBTX,717425,1,Yes,,,0,,0.0,0.0,No,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,36859,0,364389,M103,Extreme environmental condition - FLOOD,,,M103,Extreme environmental condition - FLOOD,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,32.360609,-93.628973,MULTIPLE RAILCARS WERE SUBMERGED UNDER WATER DUE TO RED RIVER FLOODING,Industry,1,Cl,Cl,3,PSBX15060501201506,PSBX15060501201506,Switching and Terminal,Class 3,SMT-2 - Short Line East,PSBX,PORT OF SHREVEPORT-BOSSIER,Not Assigned,,,,,,,Switching and Terminal,Class 3,SMT-2 - Short Line East,PSBX,PORT OF SHREVEPORT-BOSSIER,Not Assigned,POINT (-93.628973 32.360609),1,POINT (-93.628973 32.360609),2015-06-05,"98304, 97819, 97160, 97915, 97915, 97915, 97915, 97915, 97147, 96152, 96111, 96152, 96152, 96082, 96111, 96111, 96152, 96079, 96082, 96111, 96152, 96152","97160, 96152, 96111, 96152, 96152, 96082, 96111, 96111, 96152, 96079, 96082, 96111, 96152, 96152","96111, 96152, 96152, 96111, 96152, 96152",,,
KAW,Kaw River Railroad,2020,200528007,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=KAW20052800720200528,20,5,,,,,,KAW,Kaw River Railroad,200528007,20,5,,28,05/28/2020,2:30 PM,13,Other (describe in narrative),0,0,0,0,BEDFORD,,,NORTH KANSAS CITY,LEAD 9,29,MO,MISSOURI,47,CLAY,6,64,2,Day,3,Rain,4,Industry,TRACK 2480,1,,2.0,South,6,Cut of cars,Yes,KAWR,0,Recorded,0,0,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,0,Not a remotely controlled operation,BNSF,727243,1,Yes,,,0,,0.0,0.0,No,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,32000,0,32000,M103,Extreme environmental condition - FLOOD,,,M103,Extreme environmental condition - FLOOD,1.0,0.0,1.0,0.0,1.0,50.0,1.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,39.142968,-94.552357,"ON THURSDAY MAY 28 THE KAW610 APPROACHED TRACK 2480 (MURPHY WAREHOUSE) AT 1750 AND FOUND THE TRACK COMPLETELY SUBMERGED AND THE WHEELS OF ALL 12 CARS ON THE TRACK PARTIALLY UNDER WATER. THE AREA EXPERIENCED NEARLY 4"" OF RAIN IN 30 MIN ON GROUND ALREADY SATURATED AND THE STORM DRAINAGE DITCH ADJACENTTO THE TRACK BACKED UP. THERE WERE NO INJURIES OR TRACK DAMAGE.  ALL 48 SETS OF WHEELS HAD WATER ABOVE THE BEARINGS.  REPAIRS MADE BY WATCO MECHANICAL STAFF.",Industry,1,3,3,1,KAW200528007202005,KAW200528007202005,Shortline,Class 3,SMT-8 - Short Line West,KAW,Kaw River Railroad,Watco,,,,,,,Shortline,Class 3,SMT-8 - Short Line West,KAW,Kaw River Railroad,Watco,POINT (-94.552357 39.142968),1,POINT (-94.552357 39.142968),2020-05-28,"148653, 148653, 148654, 148408, 148653, 148653, 147413, 147413, 147413, 147413, 147414, 148903, 148903, 147410, 147410, 147410, 147410, 147410, 147410, 147410, 147410, 147410","148654, 148653, 148653","148654, 148653, 148653","148654, 148653","148654, 148653",
CSX,CSX Transportation,2014,000129429,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00012942920140430,14,4,,,,,,CSX,CSX Transportation,000129429,14,4,,30,04/30/2014,10:00 AM,13,Other (describe in narrative),0,0,0,0,BALTIMORE TERMINAL,,,BALTIMORE,0003.0,24,MD,MARYLAND,510,BALTIMORE CITY,2,52,2,Day,3,Rain,1,Main,#3 MAIN,1,102.2,4.0,West,6,Cut of cars,No,,0,Estimated,0,0,1,Signaled,,Signal Indication,,,,,,,0,Not a remotely controlled operation,TILX,302365,1,Yes,,,0,,,,No,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,21090,0,241091,M103,Extreme environmental condition - FLOOD,,,M103,Extreme environmental condition - FLOOD,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,39.257814,-76.654054,"CARS AND TRAINS WERE FLOODED DURING HEAVY RAIN WHILE PARKED IN WESTPORT SIDING BALTIMORE MD AND PHILADELPHIA PA. THE WATER WENT ABOVE THE BEARINGS ON THE WHEELS OF ON-TRACK EQUIPMENT, AND THE WHEELS WERE CHANGED OUT PER AAR RULES. NO DERAILMENT AND NO TRACK DAMAGE.",Siding,1,1,1,3,CSX000129429201404,CSX000129429201404,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-76.654054 39.257814),1,POINT (-76.654054 39.257814),2014-04-30,"84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84694, 84693, 84693, 84693, 84694, 84693, 84693, 84693, 84694, 84694, 84694, 84694, 84694, 84694, 84694, 84694, 84694, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84694, 84694, 84693, 84693, 84693, 84694, 84694, 84694, 84694, 84693, 85258, 84694, 84694, 84694, 84694, 84694, 84694, 84694, 84694, 84693, 84893, 84694, 83641, 84694, 83641, 83641, 83641, 83641, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 83568, 83548, 85152, 85152, 83548, 85152, 85152, 85152, 83548, 85152, 83548, 83548, 84693, 83547, 83547, 84694, 83567, 83547, 83547, 83547, 83547, 83547, 83547, 84693, 84693, 84693, 84693, 83548, 83548, 83568, 83548, 83548, 83548, 84980, 84980, 84980, 84980, 84980, 84980, 84980, 84980, 84980, 84980, 84980, 84980, 84980, 84980, 84693, 85152, 84693, 84694, 84693, 84694, 84694","84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 83568, 84693, 84693, 84693, 84693, 84693, 83568, 84693, 84693","84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 83568, 84693, 84693, 84693, 84693, 84693, 83568, 84693, 84693","84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693","84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693, 84693","84693, 84693"
